,name,manufacturer,product,date,rating,text,newline_count,review_len,special_char_count,manufacturer_count,product_count
2660,kiit**,애슐리,밀키트,2021.06.22,5,집에서도 애슐리 그 맛 그대로 간편하게 밀키트로 즐길 수 있다는 사실이 매우 좋습니다 ^ㅁ^!!! 10-20분 사이 짧은 조리시간에 필요한 재료 모두 들어있어서 부담없이 먹을 수 있어요! 집에서도 외식을 즐겨보아요~^^,0,122,6,2,1
2661,y003***,애슐리,밀키트,2021.06.23,5,일단 간편히 음식을 할수있다는게 만족스러워요~ 찜닭은 애들먹기는 맵구요 어른이먹기에는 맛있습니다~ 그리고 파스타는. 들어있던 마늘에서 시큰한 향과함께 맛도 좀이상했어요 다른야채는 괜찮았습니다.,0,107,2,0,0
2662,asdf*********,애슐리,밀키트,2021.06.19,5,엄청 빨리와서 때마침 주말에 해먹을수 있어서 좋네요 아이스박스에 신선하게 잘 배송되었어요 바지락도 튼실하고 빵도 있어서 더 멋드러져요 전반적으로 만족합니다 집콕에 온클하고 있는 아이가 직접해먹기도 적당해요,0,114,0,0,0
2663,asdf*********,애슐리,밀키트,2021.07.03,5,크림리조또 자체로 맛있는데 스테이크가 고명이예요 스테이크양이 많진 않지만 조합이 괜찮네요 애슐리 홈스토랑 편리해서 매주 사먹어요,0,71,0,2,0
2664,badi****,애슐리,밀키트,2021.06.28,5,애슐리 매콤 찜닭 정말 맛있네요! 집에 있는 재료를 더 추가해서 먹었어요~ 참고로 맵찔이는 홍고추 패쓰 하셔도 됩니다~,0,66,2,2,0
2665,goog******,애슐리,밀키트,2021.06.16,5,맛은 아직 모르겠으나 속포장은 깔끔히왔는데 하나의 아이스박스는 살짝 뚜껑이 열린상태로 테이프만 붙여왔더라구요. 다행이 택배가 빨리와서 다행인거같은데...,0,85,0,0,0
2666,weep****,애슐리,밀키트,2021.06.17,5,소스 맛이 아주 좋았어요ㅡ 잡내 못느끼는 편인데 닭에서 잡내가 제법 났어요ㅜ 소스 넉넉해서 잡채 좀 더 넣어도 될듯합니다,0,67,0,0,0
2667,asdf*********,애슐리,밀키트,2021.07.03,5,번거로울까봐 주저하다가 사먹어보니 간편해요 칠리시즈닝이 맛있네요 치즈는 좀 더 넣었더니 잘 붙어서 좋은거 같아요,0,62,0,0,0
2668,asdf*********,애슐리,밀키트,2021.07.03,5,닭갈비 너무 먹고 싶었는데 이렇게 밀키트로 하니 일조 아니고 외식하러 나갈 필요도 없네요 장마시작하는 날에 매콤 닭갈비 딱입니다,0,71,0,0,1
2669,k097**********************,애슐리,밀키트,2021.06.15,5,신선하게 잘 왔어요 토마토도 심심해요 진짜 금방 딴거 같이럼 심심하네요 정말 재구매 하겠습니다 이렇게 잘 주셔서 감사합니다 역시 애슐리 입니다,0,79,0,2,0
2670,asdf*********,애슐리,밀키트,2021.06.30,5,양이 많진 않아요 비주얼은 꽤 괜찮아요 간편하게 만들수 있어요 맛도 좋아요 신선해요,0,46,0,0,0
2671,ddal******,애슐리,밀키트,2021.06.19,5,맛있어요^^ 육수가 좀 짠듯하여 남기고 일부만 넣었는데 아이랑 같이 한끼 해결했네용,0,46,2,0,0
2672,asdf*********,애슐리,밀키트,2021.07.03,5,바지락도 2봉지나 들었네요 조개육수 때문인가 풍미가 진해요 야채 심지어 올리브 오일까지 들어있어요 편리하고 맛있어요,0,64,0,0,0
2673,simp****,애슐리,밀키트,2021.06.30,5,만드는 과정도 간단하고 맛있습니다 아이들도 어른들도 맛있게 잘 먹었습니다 재구매 의사 있습니다 드셔보세요^^,0,60,2,0,0
2674,asdf*********,애슐리,밀키트,2021.06.30,5,애슐리 모든 메뉴를 하나씩 다 먹어보고 있어요 워낙 편리하고 맛도 좋으니 만족합니다 제구매하고 싶네요,0,56,0,2,0
2675,jumu**,애슐리,밀키트,2021.06.15,5,배송 이틀 걸렸구요 비쥬얼이 일단 만족 스러워서 맛도 기대 됩니다 4가지 골고루 구입해서 내일 부터 시식 시작~~~,0,64,3,0,0
2676,fory****,애슐리,밀키트,2021.06.27,5,애슐리 밀키트는 믿고 먹어요 감바스 사서 파스타하면 애가 잘먹어요,0,36,0,2,1
2677,kiit**,애슐리,밀키트,2021.06.22,5,10~20분 사이로 빠르게 해 먹을 수 있다는게 장점이예요! 게다가 애슐리의 그맛 그대로!,0,50,1,2,0
2678,asdf*********,애슐리,밀키트,2021.06.20,5,배송이 빨라서 고맙네요 신선한 재료로 손쉽게 식사준비할 수 있어서 좋네요 맛있어요 만족합니다,0,51,0,0,0
2679,ddal******,애슐리,밀키트,2021.06.17,5,고추를 너무 많이 넣었나봐요 매워요ㅜㅜ 눈물찔찔 흘림서 먹었어요 그래도 맛있어요^^,0,46,2,0,0
2680,kiit**,애슐리,밀키트,2021.06.22,5,10~20분 사이로 빠르게 해 먹을 수 있다는게 장점이예요! 게다가 애슐리의 그맛 그대로!,0,50,1,2,0
2681,golf**,애슐리,밀키트,2021.06.16,5,애들이 좋아하는 스테이크하고 찜닭 구매했어요.종종 11번가에 나와 구매해요,0,41,0,0,0
2682,simp****,애슐리,밀키트,2021.06.30,5,매콤하게 맛있는 닭갈비입니다 15분이면 춘천 닭갈비를 먹을수 있어요 간단하고 맛있는 식사였습니다,0,53,0,0,0
2683,golf**,애슐리,밀키트,2021.06.16,5,애들이 좋아하는 스테이크하고 찜닭 구매했어요.종종 11번가에 나와 구매해요,0,41,0,0,0
2684,ddal******,애슐리,밀키트,2021.06.17,5,음.. 고기는 잘못구웠는지 조금 질긴편이고.. 리조또 맛은 쏘쏘 입니다,0,39,0,0,0
2685,wkaw*******,애슐리,밀키트,2021.06.25,5,프레시지만 먹었는데 애슐리도 무척 맛있어요 간간히 주문할게요,0,33,0,2,0
2686,as33**,애슐리,밀키트,2021.07.08,5,"3개 주문해서 1개는 먹었어요, 맛있어요. 자주 구매하는 젭품 입니다.",0,39,0,0,0
2687,hh08**,애슐리,밀키트,2021.07.11,5,배송빠르네요. 쟁여두고 먹었습니다. 맛은 기본으로 맛있어요. 행사자주해주세요.,0,43,0,0,0
2688,hh08**,애슐리,밀키트,2021.07.11,5,배송빠르네요 쟁여두고 먹었습니다. 재구매예정입니다. 맛도 좋구 좋네요.,0,39,0,0,0
2689,as33**,애슐리,밀키트,2021.07.08,5,"3개 구입해서 1개는 먼저 먹어서 빈 그릇 밖에 없네요, 맛있어요.",0,37,0,0,0
2690,wobj***,애슐리,밀키트,2021.06.16,5,세일할때마다 주문 편하게 조리해서 먹을수있어서 좋음,0,28,0,0,0
2691,fair***,애슐리,밀키트,2021.06.23,5,간편하고 맛있어요 양도 푸짐하고 넉넉해서 잘 먹었어요!,0,30,0,0,0
2692,naeu***,애슐리,밀키트,2021.06.17,5,"감바스, 쌀국수, 로제 주문했어요 와 감바스 진짜 맛있어요 나머지들도 괜찮아요",0,43,0,0,0
2693,as33**,애슐리,밀키트,2021.07.08,5,"3개를 구입했는데, 먼저 먹어서, 먹고난 빈그릇 만 있어요.",0,33,0,0,0
2694,smil*******,애슐리,밀키트,2021.06.18,5,상품이 구성이 좋아요~ 맛이 좋네요~~ 애슐리키트 맘에들어요~~,0,35,5,2,0
2695,goog******,애슐리,밀키트,2021.06.16,5,배송 빨라요. 속포장 깔끔하고 좋아요. 맛은 아직 안먹어봐서..,0,35,0,0,0
2696,niya**,애슐리,밀키트,2021.06.17,5,쪼금 밍밍해진거같지만 여전히 맛있어요 ㅎㅎ,0,23,0,0,0
2697,kym7***,애슐리,밀키트,2021.06.18,5,넘맛있어서 두번째구매했어여 간편하고 좋으네여,0,24,0,0,0
2698,cona****,애슐리,밀키트,2021.06.15,5,오늘 저녁은 요걸로ㅋㅋ 잘먹을께용,0,18,0,0,0
2699,kym7***,애슐리,밀키트,2021.06.18,5,재구매했어여 빵두 넘 맛있어여,0,16,0,0,0
2700,wldw****,애슐리,밀키트,2021.06.16,5,배송 엄청 빨라요 편리합니다,0,15,0,0,0
2701,kym7***,애슐리,밀키트,2021.07.01,5,에슐리 밀키트 다 넘 맛나여,0,15,0,0,1
2702,niya**,애슐리,밀키트,2021.07.02,5,딜 때마다 사요 ㅋㅋ 맛나요,0,15,0,0,0
2703,배거픈우달,애슐리,밀키트,2021.07.14,5,맛있습나다 또먹고 십네요,0,13,0,0,0
2704,cona****,애슐리,밀키트,2021.06.15,5,오늘 저녁 솜씨좀 내보렵니다^^,0,17,2,0,0
2705,minw******,애슐리,밀키트,2021.06.16,5,맛있고 간편해요. 추천합니다,0,15,0,0,0
2706,niya**,애슐리,밀키트,2021.07.06,5,애슐리 다 맛있어요 ㅎㅎ,0,13,0,2,0
2707,wldw****,애슐리,밀키트,2021.06.16,5,배송빠르고 조리 간편,0,11,0,0,0
2708,dddf****,애슐리,밀키트,2021.06.16,5,아직안먹어봤는대 기대합니당,0,14,0,0,0
2709,dddf****,애슐리,밀키트,2021.06.16,5,아직맛보진않았지만맛있을듯해여,0,15,0,0,0
2710,jila****,애슐리,밀키트,2021.06.17,5,맛있어요 양도 많네요~~,0,13,2,0,0
2711,배거픈우달,애슐리,밀키트,2021.07.14,5,여기 역시 맛있어요.,0,11,0,0,0
2712,wobj***,애슐리,밀키트,2021.06.17,5,세일할때마다 주문해요~!,0,13,1,0,0
2713,alwj***,애슐리,밀키트,2021.06.18,5,"배송 유통기한이 짧,,",0,12,0,0,0
2714,mspi***,애슐리,밀키트,2021.07.07,5,"행사하길래 냉큼 구매했어요~^^ 봉골레빠네, 쉬림프로제, 닭갈비 3개 주문해서 쉬림프로제 먼저 먹었는데 맛있네요...새우도 신선하고 좋았어요! 봉골레빠네는 몇번 먹어서봐서 맛있는 맛인거 알고, 닭갈비 맛이 궁금하네요...맛나게 먹을께요~ㅎㅎ",0,134,4,0,0
2715,shoo********,애슐리,밀키트,2021.07.05,5,퀘사디아 맛있어요~ 예전에 TG** 에서 많이 먹었던 퀘사디아가 생각나서 주문했어요. 남는 또띠아 있으시면 치즈올리고 살사올려 간단하게 만들어먹을수도 있어요. 피자 같아서 아들이 좋아할 줄 알았는데 의외로 안좋아하네요ㅠㅜ,0,123,3,0,0
2716,mhan************,애슐리,밀키트,2021.07.02,5,애슐리 밀키트에서 가장 자주 시켜먹는 메뉴 중 하나예요. 새우크기도 작지않고 빵까지 들어있어서 번거롭게 따로 구매할게 없고 조리방법도 간단하고 무엇보다도 맛있어요,0,90,0,2,1
2717,pigr***,애슐리,밀키트,2021.06.16,5,새우와 재로들이 신선했고 양도 적당하고 바게트빵도 부드러웠어요.일일이 재료사서 해먹으려면 힘들었을텐데 간편하게 맛있게 잘 먹었어요,0,72,0,0,0
2718,pigr***,애슐리,밀키트,2021.06.18,5,닭고기 양이 많고 맛있어요.후라이팬에 있는거는 4분의 1남은거에요. 양도 적당하고 맛이 매우 만족스러워서 다음번에도 주문해야겠어요,0,72,0,0,0
2719,audd**,애슐리,밀키트,2021.07.10,5,2명이서 먹기에 충분한 양이였어요 그리고 적당히 느끼하면서 맛있었어요 아 새우는 제가 추가로 더 넣었습니다,0,59,0,0,0
2720,yh25**,애슐리,밀키트,2021.07.10,5,ㅋ 시간이 없어서 오늘 한가지 해먹었는데 양도많고 맛있게 먹었어요 빵 파낸걸 옆에두고 찍었더니 지저분하네요,0,59,0,0,0
2721,frie******,애슐리,밀키트,2021.06.18,5,잘 먹는 3식구 1개로 부족할 듯 해서 2팩 샀는뎨 소스가 많아서 면을 더 추가해도 되더라구요~^^; 맛있고 양 많고 하나하나 다 들어 있어서 편하고 맛있고 좋았어요^^ 할인하면 또 재구매의사 있어요ㅎㅎ,0,113,5,0,0
2722,deun***,애슐리,밀키트,2021.06.19,5,유통기한만 좀 더 깅면 많이 주문할거 같은데 ... 근데 맛있어요^^ 지난버누크힘소스는 상했는데 이번 로제는 새우도 싱싱하고 잘 왔습니다,0,76,2,0,0
2723,shoo********,애슐리,밀키트,2021.07.05,5,조개가 있어서 훨씬 감칠맛이 좋아요. 역시 조개는 어디에 들어가도 음식맛을 좋게 해주는것 같아요. 진짜 맛있게 먹었어요. 빵을 마늘빵소스 발라 구워내니 더 맛있었어요.,0,93,0,0,0
2724,ditt****,애슐리,밀키트,2021.07.07,5,엄청 맛있어서 자주 구매하는 식품입니다. 이번에는 양념소스가 4개 든 것이 2개나 있네요. 양을 조절할 수 있어서 좋군요. 한개일 때도 불편하지는 않았습니다.,0,88,0,0,0
2725,kitt*****,애슐리,밀키트,2021.07.12,5,두개를 샀더니 두번째먹은 재료는 좀 냄새가 냐네요. 다음부턴 그냥 한개만 사야겠어요. 상했을까봐 걱정했네요.,0,60,0,0,0
2726,ganz*****,애슐리,밀키트,2021.07.01,5,첫 구매 인데 만족 스러 웠어요 부족하다 싶으면 닭고기 추가 해서 조리해도 좋을것 같고 고추를 다 넣었더니 맵게 느껴졌는데 다음번에는 잘 조절 해야 겠어요 ~,0,88,1,0,0
2727,mhan************,애슐리,밀키트,2021.07.02,5,저희 아들아이 혼자 먹을 수 있도록 가끔 준비해두는 메뉴 중 하나예요. 맛있고 조리방법도 간단해서 누구든 해먹을 수 있어요,0,68,0,0,0
2728,rlaa*****,애슐리,밀키트,2021.06.16,5,집에서 간단하게 스테이크 크림리조또 해 먹을 수 있어서 편하고 좋았어요! 배송도 빨라서 좋았습니다,0,54,0,0,0
2729,sona***,애슐리,밀키트,2021.07.02,5,어렵지않게 집에서 부채살스테이크 해먹을수 있어서 좋았어요~ 넘 맛있게 먹었어요 . 후추베이스 소스도 생각보다 괜찮더라구요 ㅎㅎ,0,70,1,0,0
2730,kjn7*****,애슐리,밀키트,2021.07.13,5,처음 구매해봤는데 맛있네요 혼자 묵어서 양이 좀 많기는 하지만 ㅋㅋㅋㅋ 애술리가서 셀러드바 먹는거 좋아해서 시켜봤어요,0,65,0,0,0
2731,pink*****,애슐리,밀키트,2021.07.01,5,나름 국물이 특유의 향도 나도 맛있었어요 근데 조금 제 입맛엔 짰어요 물을 더 넣었는데도요 숙주를 더 사서 추가하면 덜짜고 좋을거 같아요,0,76,0,0,0
2732,dewy***,애슐리,밀키트,2021.07.10,5,설명이 잘 나와있어 요리 순서 보고 조리하기 좋아여~ 게다가 재료 따로 구매할 필요없이 모두 들어있어 편했어여 맛도 좋구요~,0,69,2,0,0
2733,ycjj**,애슐리,밀키트,2021.07.03,5,맛있게 잘 해먹었습니다. 애슐리 밀키트는 맛이 안변하고 재료가 깔끔해서 믿고 사먹습니다.,0,49,0,2,1
2734,hanl*****,애슐리,밀키트,2021.07.11,5,편하고 맛있어요. 항상 시켜먹습니다. 배송도 안전하게 오고 유통기한이 짧아서 세내게 구입한경우 빨리 먹어야되요,0,61,0,0,0
2735,dktm***,애슐리,밀키트,2021.06.25,5,구매한 상품 5개중 4개를 먹었는데 그 중 찜닭이랑 감바스는 재구매 의향이 있을 정도로 맛있었어요,0,54,0,0,0
2736,caps***,애슐리,밀키트,2021.07.12,5,저렴하게 구입할 수 있어서 너무 좋았어요 다음에 다시 한번 구입할 예정입니다 감사합니다 오늘 하루도 즐겁게 보내세요,0,64,0,0,0
2737,hi07**,애슐리,밀키트,2021.06.16,5,늘 주문해서 먹는 제품입니다 단지 아쉬운건 유통기간이 너무 짧다는 겁니다 맛이 너무 좋아요 만들기도 너무쉽고 간편합니다,0,66,0,0,0
2738,ditt****,애슐리,밀키트,2021.07.07,5,요리를 못하는 사람도 레시피대로 하기만 하면 정말 맛있는 음식이 되는 마법을 경험할 수 있습니다.,0,54,0,0,0
2739,815s*******,애슐리,밀키트,2021.07.14,5,"집에서 먹어도 시킨것처럼 맛있어요. 재료손질이 필요없습니다. 물만 넣고 끓어요, 매콤하니 맛있습니다",0,55,0,0,0
2740,cent*****,애슐리,밀키트,2021.06.24,5,저는 외국에.. 부모님은 한국에 계시는데 워낙 맛있다고 하셔서 인터넷으로 계속 주문하고 있어요,0,52,0,0,0
2741,ssun***,애슐리,밀키트,2021.06.17,5,"일단 양이 넉넉하고요, 크리소스라 아이가 좋아했어요. 마지막엔 조금 느끼해서 다 먹진 못했습니다.",0,54,0,0,0
2742,leey****,애슐리,밀키트,2021.07.07,5,맛있어서 재구매요 요리도 하기 쉽고 패밀리레스토랑과 맛 비슷,0,33,0,0,0
2743,hoi4***,애슐리,밀키트,2021.06.21,5,애슐리는 파스타가 제일 맛있는것같아요 맛있어요 크림 유통기한만 좀 길면 좋겠어요,0,44,0,2,0
2744,slee*****,애슐리,밀키트,2021.06.27,5,맛있게 잘 해 먹었어요 설명대로 하면 쉽게 만들어먹을 수 있네요,0,35,0,0,0
2745,ultr*******,애슐리,밀키트,2021.06.19,5,애슐리 밀키드 제일좋아해요 특히 감바스요! 다른곳이랑 정말 비교되게 맛있어요 많이 파세요,0,49,0,2,0
2746,ultr*******,애슐리,밀키트,2021.06.19,5,애슐리 밀키드 제일좋아해요 특히 감바스요! 다른곳이랑 정말 비교되게 맛있어요 많이 파세요,0,49,0,2,0
2747,ganz*****,애슐리,밀키트,2021.07.01,5,조리하기 번거로울까봐 걱정했는데 간편하고 맛있게 먹었어요 재 구매 의사 있어요 ~,0,45,1,0,0
2748,musi****,애슐리,밀키트,2021.07.06,5,"받아놓고 바빠서 며칠뒤에 먹었는데도 무난했고 맛있었어요. 조금 숙성된 느끼이랄까,",0,45,0,0,0
2749,lehr******,애슐리,밀키트,2021.07.04,5,집에서 간단하게 해먹기에는 괜찮아요. 재료가 다 손질되어 있어서~,0,36,1,0,0
2750,cent*****,애슐리,밀키트,2021.06.24,5,저는 외국에 부모님은 한국에 계시는데 맛있다고 하셔서 계속 주문하고 있어요,0,41,0,0,0
2751,yuri******,애슐리,밀키트,2021.06.20,5,퀘사디아를 좋아하는데 칠히는 어른용 고르곤졸라는 아이들이 먹었네요,0,36,0,0,0
2752,ghan****,애슐리,밀키트,2021.06.19,5,양이 많아 놀랬고 조리도 쉬워서 금방 먹었어요 아이들도 잘 먹으니 좋으네요,0,41,0,0,0
2753,merc*****,애슐리,밀키트,2021.07.04,5,간편하게 요리해서 레스토랑 분위기 낼 수 있다는 게 장점이죠 맛도있어요,0,39,0,0,0
2754,shap******,애슐리,밀키트,2021.07.11,5,쉽게 조리가능하고 맛이 보장되는 제품이라 딜 뜰때만을 기다리는 제품들이예요^^,0,43,2,0,0
2755,alsw******,애슐리,밀키트,2021.06.25,5,같이 시켜 먹었던 것 중에 이게 제일 맛있었음 할머니도 잘 드심 틋히 빵이랑 같이 먹을 때 맛있음,0,54,0,0,0
2756,jinj*****,애슐리,밀키트,2021.06.24,5,너무 맛있게 잘먹었어요 레스토랑 부럽지 않네요 강추해요,0,30,0,0,0
2757,ditt****,애슐리,밀키트,2021.07.07,5,엄청 맛있는 요리라서 한달에 한 두번을 구매하는 식품입니다. 대만족입니다.,0,41,0,0,0
2758,crew****,애슐리,밀키트,2021.07.02,5,가성비 대비 최고였어요 만드는게 귀찮긴 했지만 정말 맛있었어요,0,34,0,0,0
2759,musi****,애슐리,밀키트,2021.07.06,5,홈레스토랑 하기에 무난합니다. 특유의 약간의 느끼한맛이 좋네요.,0,35,0,0,0
2760,leey****,애슐리,밀키트,2021.07.07,5,항상 이용 하고 있어요 맛있게 억을께요 요리하기 쉬워서 좋아요,0,34,0,0,0
2761,lehr******,애슐리,밀키트,2021.07.04,5,간단하게 집에서 해 먹기는 좋았습니다. 맛은 그냥 쏘쏘~,0,31,1,0,0
2762,lblu***************,애슐리,밀키트,2021.06.16,5,간단히 분위기있게 막기 너무 좋아요~~ 이제는 요리도 너무 쉽고 자주 애용해야겠어요~~!!,0,50,4,0,0
2763,sung****,애슐리,밀키트,2021.06.18,5,맛있어요 가족들과 맛있는 식사 잘 먹었습니다 또 구매할게요,0,32,0,0,0
2764,sung****,애슐리,밀키트,2021.06.18,5,맛나요 ㅎㅎ 좋아하는 쌀국수 집에서 잘 먹었네요 또 시킬거예요,0,34,0,0,0
2765,arts****,애슐리,밀키트,2021.07.01,5,가격 너무 좋고 특히 빠네크림파스타는 양이 엄청 많아요,0,30,0,0,0
2766,vio0***,애슐리,밀키트,2021.06.21,5,요리간편하고 맛있어요?소스가 너무 맛있어요? 또구매하려구요,0,32,0,0,0
2767,modo*****,애슐리,밀키트,2021.07.08,5,맛있어요 여러번 구매했는데 젤 맛있어요 간편하고 쉽고 좋아요~,0,34,1,0,0
2768,hrkp**,애슐리,밀키트,2021.07.01,5,"로제 파스타, 리조또 맛있어요. 세가지 모두 자주 주문하는 거라서",0,36,0,0,0
2769,cala*****,애슐리,밀키트,2021.07.12,5,맛있었어요 간편해서 금방뚝딱나오네요 손님접대할때 괜찮을듯해요,0,33,0,0,0
2770,ultr*******,애슐리,밀키트,2021.06.19,5,키트중에 애슐리키트가 젤맛나요 특히 감바스요 맛있게 잘먹었습니다,0,35,0,2,0
2771,ghan****,애슐리,밀키트,2021.06.19,5,생각했던거보다 양이 많아 놀랬어요~~ 아이들도 맛있게 잘먹었어요,0,35,2,0,0
2772,tadi***,애슐리,밀키트,2021.07.13,5,양도 많고 맛도 있습니다 행사때마다 구매할 것 같습니다,0,30,0,0,0
2773,dewy***,애슐리,밀키트,2021.07.10,5,맛도 좋고 요리하기도 편해서 좋아요 재구매 의사있어요,0,29,0,0,0
2774,say6***,애슐리,밀키트,2021.07.12,5,지금 재주문 합니다 시험중인 딸아이가 맛있다고 또 먹고 싶다네요~^^,0,38,3,0,0
2775,gyru**,애슐리,밀키트,2021.06.25,5,좋아요..간편하고 애들 e학습터 하니깐 점심으로 주니 넘 간편합니다,0,37,0,0,0
2776,lsj7***,애슐리,밀키트,2021.06.21,5,평소 즐겨 먹는 밀키트입니다. 맛도 좋고 가족 모두 좋아해요. 감사해요^^,0,41,2,0,1
2777,ultr*******,애슐리,밀키트,2021.06.19,5,애슐리 밀키트 젤 좋아해요 항상 맛있게 잘먹었습니다,0,28,0,2,1
2778,hele***,애슐리,밀키트,2021.06.22,5,가격이 저렴하고 편리하고 맛있어서 자주 구매합니다,0,27,0,0,0
2779,jsks***,애슐리,밀키트,2021.07.13,5,저번에 사먹고 맛있어서 재주문 했어요 간편해서 좋아요!,0,30,0,0,0
2780,sire**,애슐리,밀키트,2021.06.17,5,간편히 만들어먹기 정말 좋아요. 강추강추. 음식물쓰레기확줄어요,0,34,0,0,0
2781,dewy***,애슐리,밀키트,2021.07.10,5,맛도 좋고 요리하기도 쉽고 편해요 재구매 의사있어요,0,28,0,0,0
2782,youd*****,애슐리,밀키트,2021.06.16,5,간편해서 잘 먹고 있어요 배송 빠르고 포장 튼튼해요,0,28,0,0,0
2783,love****,애슐리,밀키트,2021.07.02,5,좋아요 잘받았습니다 스테이크 맛있어요 자주구매합니다,0,28,0,0,0
2784,youd*****,애슐리,밀키트,2021.06.16,5,집에서 간단하게 먹기좋아 가끔 쟁요 놓고 먹어요,0,26,0,0,0
2785,hrkp**,애슐리,밀키트,2021.07.01,5,아이들이 좋아하고 양도 넉넉해요. 자주 주문하고 있어요,0,30,0,0,0
2786,mj_t*****,애슐리,밀키트,2021.06.21,5,집에서 취향에 맞게 만들어 먹을 수 있어 좋았어요,0,27,0,0,0
2787,musi****,애슐리,밀키트,2021.07.06,5,맛있게 잘 먹었습니다. 남은 양념에 따로 면사리까지 잘 넣어서 먹었습니다. 그렇게 맵지 않아요.,0,53,0,0,0
2788,snow*****,애슐리,밀키트,2021.06.17,5,너무 좋네요 잘샀어요 사용 잘하고있습니다 좋아요 좋아 ㅎ,0,31,0,0,0
2789,youd*****,애슐리,밀키트,2021.06.16,5,스테이크가 맛있네요 간편해서 자주 주문하려구요,0,25,0,0,0
2790,hrkp**,애슐리,밀키트,2021.07.01,5,이번은배송도 빨랐어요. 맛은 정말 맛있어요. 또 주문할게요,0,32,0,0,0
2791,yuri******,애슐리,밀키트,2021.06.20,5,가격대가 좀 있긴 하지만 애슐리가 젤 푸짐한 듯,0,26,0,2,0
2792,cala*****,애슐리,밀키트,2021.07.12,5,맛은좋았어여 매워서 아이가 같이먹기엔 ..실패 ... 엄마입맛만 굿 ㅎㅎ,0,40,0,0,0
2793,bora*****,애슐리,밀키트,2021.06.16,5,전에 먹었던 상품인데 이번에도 맛있게 먹었습니다.,0,27,0,0,0
2794,tadi***,애슐리,밀키트,2021.07.13,5,맛있어요 새우가 들어있어서 빨리 조리해야합니다,0,25,0,0,0
2795,tadi***,애슐리,밀키트,2021.07.13,5,조금 늦게 조리해서인지 약간 냄새가 났어요,0,23,0,0,0
2796,ditt****,애슐리,밀키트,2021.07.07,5,애슐리는 홈스토랑의 최애 식품입니다. 정말 맛있어요.,0,29,0,2,0
2797,agne****,애슐리,밀키트,2021.06.18,5,평이 좋아 구매했는데 맛있네요,0,16,0,0,0
2798,jjyy***,애슐리,밀키트,2021.06.19,5,세일해서 한번 사봤는데 맛있어요. 또 사먹을꺼 같아요.,0,30,0,0,0
2799,qkr6***,애슐리,밀키트,2021.06.21,5,애들 맛 있다고 날리네요. 요리하기도 쉽고 넘 좋아요. ㅋㅋ,0,33,0,0,0
2800,sabl***,애슐리,밀키트,2021.06.17,5,아직 시식전이긴한데 기대되네요 주말에 파뤼해야겠어요,0,28,0,0,0
2801,hero****,애슐리,밀키트,2021.06.17,5,간편하게 만들고 맛도 있어요,0,15,0,0,0
2802,hjk6**,애슐리,밀키트,2021.06.28,5,매콤하니 맛있어요. 양도 많아 3인이 먹었어요,0,25,0,0,0
2803,love****,애슐리,밀키트,2021.07.02,5,스테이크 맛있어요 자주구매합니다 ㅎㅎ 좋아요,0,24,0,0,0
2804,sy93***************************,애슐리,밀키트,2021.07.03,5,간편하게 조리하기 좋고 맛있게 잘 먹었습니다.,0,25,0,0,0
2805,heyn**,애슐리,밀키트,2021.06.26,5,맛있었고 안에 모든 재료가 있어 좋았어요,0,22,0,0,0
2806,say6***,애슐리,밀키트,2021.07.12,5,애슐리 밀키드 모든 제품 대만족입니다 많이 파세요~^^,0,30,3,2,0
2807,n062***,애슐리,밀키트,2021.06.22,5,맛있어서 나눠 먹을려고 여러개 주문해요,0,21,0,0,0
2808,raze**,애슐리,밀키트,2021.07.05,5,조리도 간편하고 맛도 괜찮아요.,0,17,0,0,0
2809,wony****,애슐리,밀키트,2021.06.20,5,가성비좋아요 맛나게 잘먹어네요,0,16,0,0,0
2810,qkr6***,애슐리,밀키트,2021.06.21,5,애들이 맛있다고 날리네요. 조리하기도 쉽고 짱 입니다.,0,30,0,0,0
2811,hero****,애슐리,밀키트,2021.06.17,5,간단하게 맛있게되는것에 깜짝 놀람~^^ 자주 구매할듯,0,29,3,0,0
2812,hjk6**,애슐리,밀키트,2021.06.28,5,고기 상태도 좋고 맛있어요. 조금 짠편이예요,0,24,0,0,0
2813,rbdo****,애슐리,밀키트,2021.07.07,5,3개 무배라 저렴히 잘샀어요 맛있어요,0,20,0,0,0
2814,agne****,애슐리,밀키트,2021.06.18,5,평이 좋아 구매해봤어요,0,12,0,0,0
2815,rbdo****,애슐리,밀키트,2021.07.07,5,3개무배라 주문했어요 저렴하게 잘샀어요,0,21,0,0,0
2816,bule****,애슐리,밀키트,2021.06.18,5,양도 넉넉하고 맛있네요,0,12,0,0,0
2817,kozm*******,애슐리,밀키트,2021.07.08,5,좋은 제품 배송 빠르게 저렴하게 잘 받았습니다~~~,0,28,3,0,0
2818,cuni****,애슐리,밀키트,2021.07.11,5,맛있고 배송 빠르고 가격도 합리적입니다,0,21,0,0,0
2819,pink*****,애슐리,밀키트,2021.07.01,5,아이가 맛있다고 좋아해서 재주문했어요,0,20,0,0,0
2820,sire**,애슐리,밀키트,2021.06.17,5,늘 맛있게 먹어요. 간단히 요리하기좋인요,0,22,0,0,0
2821,say6***,애슐리,밀키트,2021.07.12,5,맛있게 잘 먹었습니다 다시 주문 하려고 합니다~^^,0,28,3,0,0
