,product_review_index,product_index,category_index,review_date,review_rating,newline_count,review_len,special_char_count,manufacturer_count,product_count,review_score,c1
1599,199,6663,6665,2021-06-01,5,37,669,29,2,0,99,1.2645739910313902
6252,797,61420,61422,2021-04-20,5,53,1035,112,8,5,99,12.205797101449276
6295,801,61420,61422,2020-07-28,5,81,1297,87,24,9,99,6.342328450269854
6336,805,61420,61422,2021-03-11,5,23,406,43,6,5,99,4.704433497536946
6363,808,61420,61422,2020-03-16,5,21,378,34,2,2,99,3.0793650793650795
6374,809,61420,61422,2019-12-23,5,21,369,39,4,2,99,4.176151761517615
6451,816,118165,118167,2020-03-17,5,23,394,40,2,2,99,4.081218274111675
6487,820,61420,61422,2021-04-26,5,34,717,32,6,8,99,1.5676429567642958
6616,833,128217,128219,2021-06-23,5,44,665,47,0,6,99,3.3774436090225564
6638,835,128217,128219,2021-04-05,5,66,963,32,0,7,99,1.115264797507788
6785,849,128217,128219,2021-06-08,5,34,514,94,0,0,99,17.19455252918288
6917,861,140447,140449,2021-06-05,5,63,1353,31,6,16,99,0.9260901699926091
6952,864,140447,140449,2021-02-23,5,28,1636,107,6,7,99,7.050122249388753
7201,886,61420,61422,2021-02-22,5,17,350,29,0,2,99,2.4171428571428573
7520,915,140447,140449,2019-09-21,5,56,1027,31,0,6,99,0.9717624148003895
9386,1121,159150,159152,2019-09-24,5,22,472,47,2,0,99,4.690677966101695
9568,1140,159150,159152,2020-09-03,5,47,682,51,0,0,99,3.8167155425219943
9609,1145,159150,159152,2020-09-03,5,47,682,51,0,0,99,3.8167155425219943
9625,1147,111717,110887,2021-06-06,5,24,321,32,0,0,99,3.196261682242991
9769,1161,177865,177867,2021-04-12,5,25,1173,37,4,8,99,1.2352941176470589
9779,1162,177865,177867,2021-01-18,5,18,1248,42,0,11,99,1.5112179487179487
9788,1163,177865,177867,2021-01-05,5,16,1105,37,0,7,99,1.284162895927602
9810,1165,177865,177867,2020-12-23,5,132,1179,94,4,4,99,7.521628498727735
9832,1168,42617,42619,2020-12-28,5,77,1574,91,0,20,99,5.515883100381195
9862,1171,42617,42619,2017-06-21,5,47,816,43,0,7,99,2.327205882352941
9883,1173,42617,42619,2017-06-28,5,62,1178,118,1,7,99,11.862478777589134
9893,1174,42617,42619,2017-09-08,5,51,939,90,0,3,99,8.636847710330139
9910,1176,42617,42619,2017-06-27,5,54,1033,46,0,3,99,2.058083252662149
9928,1177,177865,177867,2020-10-18,5,71,945,69,0,1,99,5.04021164021164
9940,1179,42617,42619,2017-05-19,5,32,615,32,0,8,99,1.7707317073170732
10199,1203,177865,177867,2021-05-25,5,43,973,30,0,5,99,0.9516957862281603
10338,1217,42617,42619,2020-04-07,5,7,300,36,0,4,99,4.376666666666667
10432,1226,42617,42619,2020-11-23,5,77,1967,33,0,4,3,0.5622775800711743
10509,1234,42617,42619,2019-11-30,5,40,1133,73,0,15,99,4.902912621359223
11181,1316,708,3,2021-03-07,5,50,820,41,0,0,99,2.0524390243902437
11366,1337,708,3,2017-01-10,5,16,299,32,0,0,99,3.431438127090301
11731,1384,42617,42619,2020-04-07,5,30,434,51,0,1,99,5.997695852534562
12763,1501,86121,86123,2021-06-19,5,34,948,29,0,8,99,0.9556962025316456
12794,1504,86121,86123,2021-04-16,5,30,1274,60,0,5,99,2.8461538461538463
12816,1506,86121,86123,2021-03-26,5,31,913,28,0,15,99,1.1062431544359255
12836,1508,86121,86123,2021-03-14,5,62,2700,106,0,3,99,4.1651851851851855
12857,1510,86121,86123,2021-03-06,5,93,964,48,0,13,99,2.566390041493776
12921,1516,86121,86123,2021-05-26,5,41,1368,41,0,9,99,1.2887426900584795
12981,1521,86121,86123,2020-04-07,5,81,1581,154,0,20,99,15.25426944971537
12993,1522,86121,86123,2020-01-02,5,48,1212,72,0,8,99,4.330858085808581
13004,1523,86121,86123,2020-05-21,5,33,612,60,0,10,99,6.0473856209150325
13214,1541,86121,86123,2021-04-27,5,21,200,52,0,2,99,13.545
13260,1545,86121,86123,2020-12-17,5,27,594,46,0,4,99,3.590909090909091
13284,1547,86121,86123,2021-05-24,5,22,319,33,0,5,99,3.4952978056426334
13330,1551,86121,86123,2021-05-05,5,13,109,32,0,2,99,9.440366972477063
13341,1552,86121,86123,2021-04-05,5,20,176,30,0,2,99,5.142045454545454
13406,1558,86121,86123,2021-04-11,5,9,105,36,0,2,98,12.39047619047619
13523,1568,86121,86123,2021-04-19,5,18,540,39,0,10,99,3.0037037037037035
13535,1569,86121,86123,2019-12-28,5,32,679,154,0,9,99,35.04860088365243
13807,1592,86121,86123,2021-04-23,5,37,583,43,0,9,99,3.3121783876500857
14016,1609,86121,86123,2021-06-01,5,9,160,44,0,1,99,12.1125
14170,1622,86121,86123,2021-02-24,5,16,148,39,0,1,99,10.29054054054054
14358,1639,86121,86123,2021-05-02,5,20,280,35,0,3,99,4.410714285714286
15770,1792,86121,86123,2021-03-25,5,16,287,29,0,6,99,3.059233449477352
16915,1936,119240,118167,2021-01-04,5,20,466,30,2,1,99,1.94206008583691
16953,1940,119240,118167,2021-05-12,5,31,431,50,0,0,99,5.805104408352668
17195,1967,86121,86123,2020-12-26,5,18,275,29,0,4,67,3.12
17263,1974,1617,3,2018-08-24,5,20,309,36,0,0,99,4.200647249190938
17399,1987,77874,153791,2021-06-13,5,81,1007,62,2,5,99,3.846077457795432
17807,2027,7778,6665,2020-12-21,5,73,967,82,0,0,99,6.955532574974147
17858,2031,141608,140449,2017-06-24,5,97,1002,35,12,0,99,1.3672654690618762
17882,2033,141608,140449,2021-06-05,5,27,499,48,6,0,99,4.6913827655310625
18647,2100,141608,140449,2021-03-10,5,46,824,158,2,0,99,30.30218446601942
18826,2116,129350,128219,2017-05-10,5,91,1108,29,0,10,99,0.8501805054151624
18827,2116,141608,140449,2017-09-13,5,59,982,98,0,0,99,9.782077393075356
18849,2118,129350,128219,2017-02-06,5,42,516,30,0,4,99,1.7771317829457365
18999,2130,141608,140449,2021-06-19,5,31,411,158,0,0,97,60.74452554744526
21670,2369,44282,61422,2020-12-30,5,69,943,63,2,1,99,4.214209968186639
21678,2370,44282,61422,2020-12-28,5,49,738,34,2,5,99,1.6056910569105691
21708,2373,44282,61422,2020-09-02,5,92,1237,50,4,2,99,2.0371867421180276
21718,2374,44282,61422,2020-09-02,5,120,1629,55,12,2,99,1.9478207489257213
21737,2376,44282,61422,2020-07-22,5,80,1042,49,2,1,99,2.309021113243762
21749,2377,44282,61422,2020-07-30,5,24,778,32,2,3,99,1.332904884318766
21855,2388,44282,61422,2020-09-12,5,34,595,31,2,3,99,1.6369747899159663
21867,2389,44282,61422,2021-01-07,5,85,566,29,10,1,99,1.6643109540636043
22244,2424,44282,61422,2021-05-14,5,37,547,55,4,2,99,5.56672760511883
22426,2439,44282,61422,2020-09-10,5,29,525,55,0,0,99,5.765714285714286
22631,2458,44282,61422,2021-02-18,5,16,592,47,4,0,99,3.760135135135135
23517,2564,21715,21717,2020-05-10,5,33,833,36,0,0,99,1.5582232893157264
23557,2569,21715,21717,2021-02-20,5,28,640,34,0,0,99,1.809375
23830,2602,21715,21717,2021-03-12,5,0,100,39,2,1,98,15.26
23873,2607,21715,21717,2021-02-08,5,0,75,30,0,0,98,12.026666666666667
24132,2634,21715,21717,2020-01-13,5,34,620,48,0,0,99,3.7193548387096773
24155,2636,76785,74740,2020-06-29,5,40,1336,51,6,0,99,1.9745508982035929
24164,2637,76785,74740,2020-04-17,5,47,1492,32,2,1,99,0.6896782841823056
24250,2644,179524,177867,2020-11-24,5,51,782,31,6,4,99,1.2953964194373402
25112,2721,2269,3,2020-03-23,5,58,822,31,0,0,99,1.1715328467153285
25287,2738,76785,74740,2020-07-29,5,13,265,37,0,0,99,5.173584905660378
26701,2869,44282,42619,2020-12-30,5,69,943,63,2,1,99,4.214209968186639
26712,2870,44282,42619,2020-12-28,5,49,738,34,2,5,99,1.6056910569105691
26739,2873,44282,42619,2020-09-02,5,92,1237,50,4,2,99,2.0371867421180276
26748,2874,44282,42619,2020-09-02,5,120,1629,55,12,2,99,1.9478207489257213
26765,2876,44282,42619,2020-07-22,5,80,1042,49,2,1,99,2.309021113243762
26773,2877,44282,42619,2020-07-30,5,24,778,32,2,3,99,1.332904884318766
26858,2888,44282,42619,2020-09-12,5,34,595,31,2,3,99,1.6369747899159663
26868,2889,44282,42619,2021-01-07,5,85,566,29,10,1,99,1.6643109540636043
26904,2893,44282,42619,2020-09-12,5,34,595,31,2,3,99,1.6369747899159663
26914,2894,44282,42619,2021-01-07,5,85,566,29,10,1,99,1.6643109540636043
27174,2920,44282,42619,2021-05-14,5,37,547,55,4,2,99,5.56672760511883
27381,2939,44282,42619,2020-09-10,5,29,525,55,0,0,99,5.765714285714286
27594,2958,44282,42619,2021-02-18,5,16,592,47,4,0,99,3.760135135135135
29066,3092,156076,153791,2019-04-22,5,8,178,33,0,0,12,6.129213483146067
29326,3118,113517,110887,2020-08-29,5,69,1485,77,6,5,99,4.033670033670034
29811,3161,3022,3,2021-02-11,5,16,437,43,0,0,99,4.2356979405034325
30186,3192,89313,86123,2021-06-29,5,32,1626,87,14,0,99,4.776137761377614
30198,3193,89313,86123,2021-06-26,5,39,998,118,28,0,99,14.738476953907815
30211,3194,89313,86123,2021-06-22,5,55,992,96,24,0,99,9.871975806451612
30249,3197,89313,86123,2021-06-15,5,79,2682,18,24,0,3,0.3359433258762118
30273,3199,89313,86123,2021-06-28,5,42,614,11,28,0,99,1.47557003257329
30283,3200,89313,86123,2021-06-02,5,18,1041,12,42,0,99,1.8338136407300671
30308,3202,89313,86123,2021-06-15,5,27,695,85,24,0,99,11.22589928057554
30345,3205,89313,86123,2021-05-24,5,47,761,9,32,0,99,1.4533508541392903
30366,3207,89313,86123,2021-05-24,5,62,1876,36,62,0,99,2.740405117270789
30378,3208,89313,86123,2021-05-21,5,41,1071,8,32,0,99,1.0168067226890756
30402,3210,89313,86123,2021-05-09,5,59,1491,20,40,0,99,1.3420523138832998
30434,3213,89313,86123,2021-05-15,5,32,568,9,28,0,99,1.5246478873239437
30444,3214,89313,86123,2021-05-20,5,30,605,16,28,0,99,1.7206611570247934
30464,3216,89313,86123,2021-03-13,5,28,1188,19,28,0,99,0.9646464646464646
30501,3219,89313,86123,2021-02-25,5,41,854,36,16,0,99,1.8185011709601873
30511,3220,89313,86123,2021-02-24,5,54,1444,8,40,0,99,1.1530470914127424
30547,3223,89313,86123,2021-05-23,5,24,557,96,2,0,99,16.55475763016158
30573,3225,89313,86123,2021-02-11,5,58,1324,101,34,0,99,8.578549848942599
30610,3228,89313,86123,2021-02-08,5,68,1851,167,6,0,99,15.08698001080497
30792,3243,89313,86123,2021-06-05,5,16,320,89,0,0,99,24.759375
30816,3245,89313,86123,2021-05-11,5,21,423,37,0,0,98,3.2411347517730498
30842,3247,89313,86123,2021-03-20,5,32,571,39,0,0,5,2.6672504378283715
30914,3253,89313,86123,2021-03-02,5,41,763,49,2,0,99,3.1533420707732636
30980,3259,89313,86123,2021-05-28,5,43,784,66,28,0,99,6.557397959183674
31013,3262,89313,86123,2021-05-30,5,14,266,45,0,0,83,7.620300751879699
31341,3290,89313,86123,2021-05-24,5,18,662,42,16,0,99,3.0528700906344413
31743,3324,89313,86123,2021-05-15,5,24,679,31,20,0,99,2.0058910162002945
32623,3398,9187,6665,2020-12-09,5,54,1466,36,0,0,99,0.8854024556616644
32857,3420,9187,6665,2018-01-27,5,17,506,42,0,0,99,3.4901185770750986
32961,3430,9187,6665,2019-06-11,5,12,966,30,0,0,6,0.9337474120082816
32982,3432,9187,6665,2020-12-08,5,17,689,45,0,0,99,2.941944847605225
33226,3455,89313,86123,2021-05-27,5,20,270,3,30,0,99,3.3703703703703702
33576,3488,142768,140449,2017-07-25,5,61,957,40,0,0,99,1.6739811912225706
33628,3493,142768,140449,2017-06-26,5,45,676,32,0,3,99,1.529585798816568
33688,3499,142768,140449,2017-10-25,5,17,462,57,0,0,99,7.036796536796537
34240,3551,130631,128219,2021-06-02,5,40,1056,148,0,2,99,20.74715909090909
34241,3551,142768,140449,2017-12-09,5,22,485,68,0,0,99,9.538144329896907
34291,3556,130631,128219,2020-03-07,5,33,602,38,0,1,99,2.4019933554817277
34496,3576,142768,140449,2017-07-16,5,21,394,60,0,0,99,9.142131979695431
35976,3721,142768,140449,2017-12-19,5,22,412,60,0,0,99,8.742718446601941
37001,3818,64285,61422,2021-05-24,5,29,560,43,0,0,99,3.305357142857143
37033,3821,64285,61422,2020-11-18,5,30,701,32,6,0,99,1.5135520684736092
37055,3823,64285,61422,2020-11-18,5,64,654,29,6,7,99,1.415902140672783
37250,3844,64285,61422,2021-02-10,5,45,717,52,2,1,99,3.778242677824268
37314,3852,64285,61422,2020-11-20,5,33,862,33,14,8,99,1.5649651972157772
37543,3889,45782,42619,2020-06-02,5,113,1731,23,28,10,99,0.8162911611785095
37720,3919,64285,61422,2021-06-04,5,8,206,32,2,0,99,4.995145631067961
37925,3950,77874,74740,2020-12-24,5,39,504,160,0,0,99,50.79761904761905
38143,3978,3636,3,2020-01-23,5,723,4301,48,0,8,99,0.5508021390374331
38924,4058,45782,42619,2020-06-28,5,13,178,38,2,1,99,8.140449438202246
39799,4147,25273,21717,2021-06-24,5,26,448,52,0,0,99,6.040178571428571
39809,4148,25273,21717,2020-07-19,5,41,1034,35,0,0,99,1.1866537717601546
39818,4149,10551,6665,2021-02-01,5,26,424,79,0,0,99,14.724056603773585
39868,4154,10551,6665,2021-02-01,5,26,424,79,0,0,99,14.724056603773585
39980,4164,10551,6665,2021-01-01,5,46,875,53,4,0,99,3.2297142857142855
42974,4440,177865,177867,2021-05-17,5,93,2998,7,40,40,99,1.0837224816544362
43067,4450,177865,177867,2018-05-08,5,32,868,41,4,6,99,1.9965437788018434
43078,4451,177865,177867,2018-05-08,5,34,945,39,2,4,99,1.6306878306878307
43092,4453,89613,86123,2021-06-20,5,103,1904,30,4,15,99,0.5992647058823529
43102,4454,89613,86123,2021-06-19,5,128,1888,28,0,12,99,0.4920550847457627
43107,4454,177865,177867,2018-09-03,5,36,609,32,4,4,99,1.7339901477832513
43112,4455,89613,86123,2021-05-26,5,44,1758,85,16,16,99,4.401023890784983
43132,4457,89613,86123,2021-06-08,5,33,689,119,2,2,99,20.564586357039186
43142,4458,89613,86123,2021-05-12,5,111,2971,6,10,33,99,0.4123190844833389
43151,4459,89613,86123,2021-05-09,5,45,1577,87,16,15,99,5.104629042485732
43190,4463,89613,86123,2021-04-24,5,37,1282,45,14,12,99,1.844773790951638
43198,4464,89613,86123,2021-04-16,5,19,2097,49,14,9,99,1.2770624701955173
43217,4466,89613,86123,2021-04-10,5,70,1315,49,4,9,99,1.8996197718631178
43236,4468,89613,86123,2021-03-20,5,44,1164,39,6,10,99,1.4235395189003437
43272,4472,89613,86123,2021-02-01,5,35,1057,32,2,14,99,1.1579943235572374
43296,4475,89613,86123,2021-05-19,5,65,996,49,2,6,99,2.4508032128514055
43313,4477,89613,86123,2020-12-16,5,55,1131,25,2,15,99,0.7550839964633068
43322,4478,89613,86123,2020-12-16,5,42,1529,72,6,14,99,3.5421844342707653
43410,4487,89613,86123,2020-05-11,5,122,1354,72,4,20,99,4.13589364844904
43438,4490,89613,86123,2020-03-25,5,34,783,60,4,7,99,4.6807151979565775
43448,4491,89613,86123,2020-04-23,5,35,1029,32,6,14,99,1.2206025267249756
43456,4492,89613,86123,2021-06-15,5,24,589,65,4,8,99,7.30899830220713
